	Label	Key	From	To	Last Updated	Frequency	Country	Item	Country.1	Data type	Balance sheet suffix	Long description
896	Risk weight (%) - retail - secured by immovable property - non-SME (IRB approach)	SUP.Q.B01.BE._Z.ERW05._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	ERW05	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Belgium, Risk weight (%) - retail - secured by immovable property - non-SME (IRB approach), Percentage
897	Risk weight (%) - retail - qualifying revolving (IRB approach)	SUP.Q.B01.BE._Z.ERW06._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	ERW06	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Belgium, Risk weight (%) - retail - qualifying revolving (IRB approach), Percentage
898	Risk weight (%) - retail - other (IRB approach)	SUP.Q.B01.BE._Z.ERW07._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	ERW07	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Belgium, Risk weight (%) - retail - other (IRB approach), Percentage
899	Exposure value - institutions (IRB approach)	SUP.Q.B01.BE._Z.EV001._T._Z._Z.ALL.LE.E.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EV001	ALL	LE	E	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Belgium, Exposure value - institutions (IRB approach), All exposures, Closing balance sheet/Positions/Stocks, Euro
900	Exposure value - corporates (IRB approach)	SUP.Q.B01.BE._Z.EV002._T._Z._Z.ALL.LE.E.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EV002	ALL	LE	E	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Belgium, Exposure value - corporates (IRB approach), All exposures, Closing balance sheet/Positions/Stocks, Euro
901	Exposure value - corporates - SME (IRB approach)	SUP.Q.B01.BE._Z.EV003._T._Z._Z.ALL.LE.E.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EV003	ALL	LE	E	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Belgium, Exposure value - corporates - SME (IRB approach), All exposures, Closing balance sheet/Positions/Stocks, Euro
902	Exposure value - retail (IRB approach)	SUP.Q.B01.BE._Z.EV004._T._Z._Z.ALL.LE.E.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EV004	ALL	LE	E	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Belgium, Exposure value - retail (IRB approach), All exposures, Closing balance sheet/Positions/Stocks, Euro
903	Exposure value - retail - secured by immovable property - non-SME (IRB approach)	SUP.Q.B01.BE._Z.EV005._T._Z._Z.ALL.LE.E.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EV005	ALL	LE	E	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Belgium, Exposure value - retail - secured by immovable property - non-SME (IRB approach), All exposures, Closing balance sheet/Positions/Stocks, Euro
904	Exposure value - retail - qualifying revolving (IRB approach)	SUP.Q.B01.BE._Z.EV006._T._Z._Z.ALL.LE.E.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EV006	ALL	LE	E	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Belgium, Exposure value - retail - qualifying revolving (IRB approach), All exposures, Closing balance sheet/Positions/Stocks, Euro
905	Exposure value - retail - Other (IRB approach)	SUP.Q.B01.BE._Z.EV007._T._Z._Z.ALL.LE.E.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EV007	ALL	LE	E	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Belgium, Exposure value - retail - Other (IRB approach), All exposures, Closing balance sheet/Positions/Stocks, Euro
906	Risk weight (%) - institutions (IRB approach)	SUP.Q.B01.CH._Z.ERW01._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	ERW01	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Switzerland, Risk weight (%) - institutions (IRB approach), Percentage
907	Risk weight (%) - corporates (IRB approach)	SUP.Q.B01.CH._Z.ERW02._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	ERW02	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Switzerland, Risk weight (%) - corporates (IRB approach), Percentage
908	Risk weight (%) - corporates - SME (IRB approach)	SUP.Q.B01.CH._Z.ERW03._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	ERW03	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Switzerland, Risk weight (%) - corporates - SME (IRB approach), Percentage
909	Risk weight (%) - retail (IRB approach)	SUP.Q.B01.CH._Z.ERW04._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	ERW04	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Switzerland, Risk weight (%) - retail (IRB approach), Percentage
910	Risk weight (%) - retail - secured by immovable property - non-SME (IRB approach)	SUP.Q.B01.CH._Z.ERW05._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	ERW05	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Switzerland, Risk weight (%) - retail - secured by immovable property - non-SME (IRB approach), Percentage
911	Risk weight (%) - retail - qualifying revolving (IRB approach)	SUP.Q.B01.CH._Z.ERW06._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	ERW06	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Switzerland, Risk weight (%) - retail - qualifying revolving (IRB approach), Percentage
912	Risk weight (%) - retail - other (IRB approach)	SUP.Q.B01.CH._Z.ERW07._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	ERW07	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Switzerland, Risk weight (%) - retail - other (IRB approach), Percentage
913	Exposure value - institutions (IRB approach)	SUP.Q.B01.CH._Z.EV001._T._Z._Z.ALL.LE.E.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EV001	ALL	LE	E	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Switzerland, Exposure value - institutions (IRB approach), All exposures, Closing balance sheet/Positions/Stocks, Euro
914	Exposure value - corporates (IRB approach)	SUP.Q.B01.CH._Z.EV002._T._Z._Z.ALL.LE.E.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EV002	ALL	LE	E	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Switzerland, Exposure value - corporates (IRB approach), All exposures, Closing balance sheet/Positions/Stocks, Euro
915	Exposure value - corporates - SME (IRB approach)	SUP.Q.B01.CH._Z.EV003._T._Z._Z.ALL.LE.E.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EV003	ALL	LE	E	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Switzerland, Exposure value - corporates - SME (IRB approach), All exposures, Closing balance sheet/Positions/Stocks, Euro
916	Exposure value - retail (IRB approach)	SUP.Q.B01.CH._Z.EV004._T._Z._Z.ALL.LE.E.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EV004	ALL	LE	E	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Switzerland, Exposure value - retail (IRB approach), All exposures, Closing balance sheet/Positions/Stocks, Euro
917	Exposure value - retail - secured by immovable property - non-SME (IRB approach)	SUP.Q.B01.CH._Z.EV005._T._Z._Z.ALL.LE.E.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EV005	ALL	LE	E	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Switzerland, Exposure value - retail - secured by immovable property - non-SME (IRB approach), All exposures, Closing balance sheet/Positions/Stocks, Euro
918	Exposure value - retail - qualifying revolving (IRB approach)	SUP.Q.B01.CH._Z.EV006._T._Z._Z.ALL.LE.E.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EV006	ALL	LE	E	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Switzerland, Exposure value - retail - qualifying revolving (IRB approach), All exposures, Closing balance sheet/Positions/Stocks, Euro
919	Exposure value - retail - Other (IRB approach)	SUP.Q.B01.CH._Z.EV007._T._Z._Z.ALL.LE.E.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EV007	ALL	LE	E	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Switzerland, Exposure value - retail - Other (IRB approach), All exposures, Closing balance sheet/Positions/Stocks, Euro
920	Risk weight (%) - institutions (IRB approach)	SUP.Q.B01.CZ._Z.ERW01._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	ERW01	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Czech Republic, Risk weight (%) - institutions (IRB approach), Percentage
921	Risk weight (%) - corporates (IRB approach)	SUP.Q.B01.CZ._Z.ERW02._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	ERW02	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Czech Republic, Risk weight (%) - corporates (IRB approach), Percentage
922	Risk weight (%) - corporates - SME (IRB approach)	SUP.Q.B01.CZ._Z.ERW03._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	ERW03	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Czech Republic, Risk weight (%) - corporates - SME (IRB approach), Percentage
923	Risk weight (%) - retail (IRB approach)	SUP.Q.B01.CZ._Z.ERW04._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	ERW04	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Czech Republic, Risk weight (%) - retail (IRB approach), Percentage
924	Risk weight (%) - retail - secured by immovable property - non-SME (IRB approach)	SUP.Q.B01.CZ._Z.ERW05._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	ERW05	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Czech Republic, Risk weight (%) - retail - secured by immovable property - non-SME (IRB approach), Percentage
925	Risk weight (%) - retail - qualifying revolving (IRB approach)	SUP.Q.B01.CZ._Z.ERW06._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	ERW06	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Czech Republic, Risk weight (%) - retail - qualifying revolving (IRB approach), Percentage
926	Risk weight (%) - retail - other (IRB approach)	SUP.Q.B01.CZ._Z.ERW07._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	ERW07	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Czech Republic, Risk weight (%) - retail - other (IRB approach), Percentage
927	Exposure value - institutions (IRB approach)	SUP.Q.B01.CZ._Z.EV001._T._Z._Z.ALL.LE.E.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EV001	ALL	LE	E	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Czech Republic, Exposure value - institutions (IRB approach), All exposures, Closing balance sheet/Positions/Stocks, Euro
928	Exposure value - corporates (IRB approach)	SUP.Q.B01.CZ._Z.EV002._T._Z._Z.ALL.LE.E.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EV002	ALL	LE	E	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Czech Republic, Exposure value - corporates (IRB approach), All exposures, Closing balance sheet/Positions/Stocks, Euro
929	Exposure value - corporates - SME (IRB approach)	SUP.Q.B01.CZ._Z.EV003._T._Z._Z.ALL.LE.E.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EV003	ALL	LE	E	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Czech Republic, Exposure value - corporates - SME (IRB approach), All exposures, Closing balance sheet/Positions/Stocks, Euro
930	Exposure value - retail (IRB approach)	SUP.Q.B01.CZ._Z.EV004._T._Z._Z.ALL.LE.E.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EV004	ALL	LE	E	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Czech Republic, Exposure value - retail (IRB approach), All exposures, Closing balance sheet/Positions/Stocks, Euro
931	Exposure value - retail - secured by immovable property - non-SME (IRB approach)	SUP.Q.B01.CZ._Z.EV005._T._Z._Z.ALL.LE.E.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EV005	ALL	LE	E	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Czech Republic, Exposure value - retail - secured by immovable property - non-SME (IRB approach), All exposures, Closing balance sheet/Positions/Stocks, Euro
932	Exposure value - retail - qualifying revolving (IRB approach)	SUP.Q.B01.CZ._Z.EV006._T._Z._Z.ALL.LE.E.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EV006	ALL	LE	E	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Czech Republic, Exposure value - retail - qualifying revolving (IRB approach), All exposures, Closing balance sheet/Positions/Stocks, Euro
933	Exposure value - retail - Other (IRB approach)	SUP.Q.B01.CZ._Z.EV007._T._Z._Z.ALL.LE.E.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EV007	ALL	LE	E	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Czech Republic, Exposure value - retail - Other (IRB approach), All exposures, Closing balance sheet/Positions/Stocks, Euro
934	Risk weight (%) - institutions (IRB approach)	SUP.Q.B01.DE._Z.ERW01._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	ERW01	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Germany, Risk weight (%) - institutions (IRB approach), Percentage
935	Risk weight (%) - corporates (IRB approach)	SUP.Q.B01.DE._Z.ERW02._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	ERW02	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Germany, Risk weight (%) - corporates (IRB approach), Percentage
936	Risk weight (%) - corporates - SME (IRB approach)	SUP.Q.B01.DE._Z.ERW03._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	ERW03	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Germany, Risk weight (%) - corporates - SME (IRB approach), Percentage
937	Risk weight (%) - retail (IRB approach)	SUP.Q.B01.DE._Z.ERW04._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	ERW04	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Germany, Risk weight (%) - retail (IRB approach), Percentage
938	Risk weight (%) - retail - secured by immovable property - non-SME (IRB approach)	SUP.Q.B01.DE._Z.ERW05._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	ERW05	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Germany, Risk weight (%) - retail - secured by immovable property - non-SME (IRB approach), Percentage
939	Risk weight (%) - retail - qualifying revolving (IRB approach)	SUP.Q.B01.DE._Z.ERW06._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	ERW06	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Germany, Risk weight (%) - retail - qualifying revolving (IRB approach), Percentage
940	Risk weight (%) - retail - other (IRB approach)	SUP.Q.B01.DE._Z.ERW07._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	ERW07	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Germany, Risk weight (%) - retail - other (IRB approach), Percentage
941	Exposure value - institutions (IRB approach)	SUP.Q.B01.DE._Z.EV001._T._Z._Z.ALL.LE.E.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EV001	ALL	LE	E	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Germany, Exposure value - institutions (IRB approach), All exposures, Closing balance sheet/Positions/Stocks, Euro
942	Exposure value - corporates (IRB approach)	SUP.Q.B01.DE._Z.EV002._T._Z._Z.ALL.LE.E.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EV002	ALL	LE	E	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Germany, Exposure value - corporates (IRB approach), All exposures, Closing balance sheet/Positions/Stocks, Euro
943	Exposure value - corporates - SME (IRB approach)	SUP.Q.B01.DE._Z.EV003._T._Z._Z.ALL.LE.E.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EV003	ALL	LE	E	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Germany, Exposure value - corporates - SME (IRB approach), All exposures, Closing balance sheet/Positions/Stocks, Euro
944	Exposure value - retail (IRB approach)	SUP.Q.B01.DE._Z.EV004._T._Z._Z.ALL.LE.E.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EV004	ALL	LE	E	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Germany, Exposure value - retail (IRB approach), All exposures, Closing balance sheet/Positions/Stocks, Euro
945	Exposure value - retail - secured by immovable property - non-SME (IRB approach)	SUP.Q.B01.DE._Z.EV005._T._Z._Z.ALL.LE.E.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EV005	ALL	LE	E	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Germany, Exposure value - retail - secured by immovable property - non-SME (IRB approach), All exposures, Closing balance sheet/Positions/Stocks, Euro
946	Exposure value - retail - qualifying revolving (IRB approach)	SUP.Q.B01.DE._Z.EV006._T._Z._Z.ALL.LE.E.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EV006	ALL	LE	E	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Germany, Exposure value - retail - qualifying revolving (IRB approach), All exposures, Closing balance sheet/Positions/Stocks, Euro
